stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
615,0615,Lancaster & Rand - Hughes,Eastbound - Mid Block,32.740692,-97.256868,,,,,,0
616,0616,Lancaster & Edgewood,Eastbound - Far Side,32.7407,-97.252928,,,,,,0
621,0621,Lancaster & Grandview,Eastbound - Near Side,32.738818,-97.237058,,,,,,0
627,0627,Handley & Church,Northbound - Far Side,32.734638,-97.217573,,,,,,0
628,0628,Handley & Beaty,Northbound - Far Side,32.739997,-97.216278,,,,,,0
629,0629,Handley & Meadowbrook,Northbound - Near Side,32.745592,-97.216201,,,,,,0
638,0638,Lancaster & Malcolm,Westbound - Far Side,32.733888,-97.222386,,,,,,0
639,0639,Lancaster & Putnam,Westbound - Near Side,32.736075,-97.22823,,,,,,0
641,0641,Lancaster & Weiler,Westbound - Near Side,32.738231,-97.23437,,,,,,0
642,0642,Lancaster & Grandview,Westbound - Far Side,32.739164,-97.237051,,,,,,0
643,0643,Lancaster & Emily,Westbound - Far Side,32.739888,-97.23908,,,,,,0
646,0646,Lancaster & Roseland,Westbound - Far Side,32.741074,-97.250476,,,,,,0
648,0648,Lancaster & Edgewood - Hughes,Westbound - Mid Block,32.740991,-97.254773,,,,,,0
649,0649,Lancaster & Rand - Oakland,Westbound - Mid Block,32.741017,-97.259709,,,,,,0
650,0650,Lancaster & Haynes,Westbound - Near Side,32.741041,-97.268363,,,,,,0
652,0652,Lancaster & Sanderson - Tandy,Westbound - Mid Block,32.740469,-97.275895,,,,,,0
654,0654,Lancaster & Toronto,Westbound - Near Side,32.740426,-97.282347,,,,,,0
657,0657,Lancaster & Grafton,Westbound - Near Side,32.746198,-97.300455,,,,,,0
658,0658,Lancaster & Pine,Westbound - Near Side,32.746286,-97.311763,,,,,,0
659,0659,Camp Bowie & Westridge,Westbound - Near Side,32.728498,-97.416328,,,,,,0
660,0660,Camp Bowie & Hilldale,Westbound - Near Side,32.725816,-97.422756,,,,,,0
661,0661,9th & Throckmorton,Westbound - Near Side,32.750894,-97.330214,,,,,,0
663,0663,Seminary & College,Eastbound - Near Side,32.68464,-97.335293,,,,,,0
664,0664,Ederville & Secretariat,Eastbound - Far Side,32.757608,-97.193946,,,,,,0
666,0666,Boca Raton & Falcon Ridge,Eastbound - Near Side,32.763547,-97.239957,,,,,,0
667,0667,Oakland & Pyron,Southbound - Far Side,32.754158,-97.261752,,,,,,0
671,0671,Jacksboro HWY & Belle,Westbound - Far Side,32.782933,-97.376748,,,,,,0
672,0672,Jacksboro HWY & Capri,Westbound - Near Side,32.792039,-97.39086,,,,,,0
673,0673,Jacksboro HWY & Beverly Hills,Westbound - Near Side,32.794828,-97.394528,,,,,,0
678,0678,Jacksboro HWY & Skyline - Beverly Hills,Eastbound - Mid Block,32.795466,-97.397318,,,,,,0
679,0679,Jacksboro HWY & Capri,Eastbound - Near Side,32.791772,-97.391085,,,,,,0
680,0680,Jacksboro HWY & Belle,Eastbound - Near Side,32.782695,-97.37691,,,,,,0
681,0681,Jacksboro HWY & 18th,Southbound - Near Side,32.775844,-97.367757,,,,,,0
682,0682,Jacksboro HWY & University,Eastbound - Far Side,32.76742,-97.354704,,,,,,0
684,0684,Calmont & Wrangler,Westbound - Near Side,32.735539,-97.468162,,,,,,0
685,0685,La Palma & Branch Water,Westbound - Far Side,32.734885,-97.471729,,,,,,0
690,0690,Calmont & Hammock,Eastbound - Far Side,32.735445,-97.467821,,,,,,0
698,0698,Calmont & Marquita,Westbound - Near Side,32.734046,-97.443313,,,,,,0
699,0699,Calmont & Bonnie,Westbound - Far Side,32.734025,-97.446127,,,,,,0
700,0700,Calmont & Sierra - Rio Vista,Westbound - Mid Block,32.734049,-97.449103,,,,,,0
701,0701,Calmont & Broadmoor,Westbound - Near Side,32.733697,-97.45344,,,,,,0
702,0702,Calmont & Shenandoah,Westbound - Near Side,32.733917,-97.456062,,,,,,0
703,0703,Calmont & Majave,Westbound - Near Side,32.73501,-97.458853,,,,,,0
704,0704,Calmont & Laredo,Westbound - Far Side,32.736139,-97.463954,,,,,,0
705,0705,Calmont & Las Vegas,Westbound - Near Side,32.735917,-97.466113,,,,,,0
706,0706,Las Vegas & Calmont - Mojave,Southbound - Mid Block,32.733893,-97.466594,,,,,,0
707,0707,Las Vegas & Mojave,Southbound - Far Side,32.732937,-97.466595,,,,,,0
708,0708,Las Vegas & Las Vegas - Normandale,Southbound - Mid Block,32.732021,-97.466589,,,,,,0
719,0719,Camp Bowie West & Las Vegas - Portales,Westbound - Mid Block,32.724495,-97.466354,,,,,,0
720,0720,Camp Bowie West & Portales - Clovis,Westbound - Mid Block,32.724559,-97.470865,,,,,,0
735,0735,Calmont & Las Vegas,Eastbound - Far Side,32.735737,-97.466025,,,,,,0
736,0736,Calmont & Laredo,Eastbound - Near Side,32.735976,-97.463943,,,,,,0
738,0738,Calmont & Shenandoah,Eastbound - Far Side,32.733746,-97.456171,,,,,,0
739,0739,Calmont & Broadmoor,Eastbound - Far Side,32.733499,-97.453484,,,,,,0
742,0742,Alta Mere & Ashville,Southbound - Far Side,32.732029,-97.440947,,,,,,0
743,0743,Alta Mere & Elizabeth,Southbound - Near Side,32.724292,-97.441068,,,,,,0
744,0744,Camp Bowie West & Joyce - Marquita,Westbound - Mid Block,32.722332,-97.442921,,,,,,0
745,0745,Camp Bowie West & Bonnie,Westbound - Near Side,32.722688,-97.446187,,,,,,0
746,0746,Camp Bowie West & Curtis,Westbound - Near Side,32.722974,-97.448834,,,,,,0
747,0747,Camp Bowie West & Williams - Karen,Westbound - Mid Block,32.723313,-97.45191,,,,,,0
748,0748,Camp Bowie West & Broadmoor,Westbound - Near Side,32.723676,-97.455251,,,,,,0
749,0749,Camp Bowie West & Phoenix,Westbound - Near Side,32.724192,-97.458472,,,,,,0
750,0750,Camp Bowie West & Slade - Brandon,Westbound - Mid Block,32.724415,-97.46274,,,,,,0
751,0751,Camp Bowie West & Brandon - Slade,Eastbound - Mid Block,32.724104,-97.462308,,,,,,0
752,0752,Camp Bowie West & Slade,Eastbound - Near Side,32.723868,-97.459385,,,,,,0
753,0753,Camp Bowie West & Boston,Eastbound - Near Side,32.723318,-97.454804,,,,,,0
754,0754,Camp Bowie West & Karen - Williams,Eastbound - Mid Block,32.723021,-97.452041,,,,,,0
755,0755,Camp Bowie West & Cherry - Curtis,Eastbound - Mid Block,32.722872,-97.450101,,,,,,0
756,0756,Camp Bowie West & Bonnie,Eastbound - Near Side,32.722459,-97.446701,,,,,,0
757,0757,Camp Bowie West & Ramona - Marquita,Eastbound - Mid Block,32.722205,-97.444206,,,,,,0
758,0758,Alta Mere & Elizabeth,Northbound - Far Side,32.724615,-97.440679,,,,,,0
759,0759,Alta Mere & Slocum,Northbound - Near Side,32.728367,-97.440645,,,,,,0
760,0760,Alta Mere & Slocum - Rosewood,Northbound - Mid Block,32.729972,-97.44063,,,,,,0
764,0764,Las Vegas & Normandale,Southbound - Near Side,32.730381,-97.466606,,,,,,0
767,0767,Calmont & Marquita,Eastbound - Far Side,32.733909,-97.443282,,,,,,0
768,0768,Calmont & Alta Mere - Irene,Eastbound - Mid Block,32.733946,-97.439472,,,,,,0
770,0770,Meadowbrook & Edgewood,Eastbound - Near Side,32.745683,-97.254004,,,,,,0
771,0771,Meadowbrook & Montclair,Eastbound - Far Side,32.745668,-97.251374,,,,,,0
773,0773,Meadowbrook & Jenson,Eastbound - Near Side,32.745606,-97.243779,,,,,,0
774,0774,Meadowbrook & Green Hill,Eastbound - Far Side,32.745622,-97.240922,,,,,,0
775,0775,Meadowbrook & San Jose,Eastbound - Far Side,32.746009,-97.235679,,,,,,0
776,0776,Meadowbrook & Stark,Eastbound - Near Side,32.746025,-97.232347,,,,,,0
777,0777,Meadowbrook & Pollard,Eastbound - Near Side,32.746,-97.226892,,,,,,0
778,0778,Meadowbrook & E Loop 820,Eastbound - Near Side,32.746018,-97.223297,,,,,,0
779,0779,Meadowbrook & McGee,Eastbound - Near Side,32.745977,-97.220448,,,,,,0
780,0780,Meadowbrook & Forest - Handley,Eastbound - Mid Block,32.745987,-97.21768,,,,,,0
781,0781,Handley & Meadowbrook,Northbound - Far Side,32.74666,-97.216215,,,,,,0
783,0783,Handley & Monterrey,Northbound - Far Side,32.751351,-97.2162,,,,,,0
784,0784,Brentwood Stair & Handley,Eastbound - Far Side,32.754259,-97.214116,,,,,,0
785,0785,Brentwood Stair & Terbet,Eastbound - Near Side,32.754267,-97.209402,,,,,,0
786,0786,Brentwood Stair & Meadowlane,Eastbound - Far Side,32.754252,-97.203489,,,,,,0
787,0787,Sandy & Green Acres - Ederville,Northbound - Mid Block,32.75654,-97.198444,,,,,,0
788,0788,Ederville & Carol Oaks,Eastbound - Far Side,32.757492,-97.196446,,,,,,0
789,0789,Ederville & Creekstone,Eastbound - Near Side,32.757305,-97.186159,,,,,,0
791,0791,Eastchase & Meadowbrook,Southbound - Far Side,32.756186,-97.168607,,,,,,0
792,0792,Ederville & Creekstone,Westbound - Near Side,32.757515,-97.185777,,,,,,0
794,0794,Ederville & Secretariat,Westbound - Near Side,32.757741,-97.193957,,,,,,0
795,0795,Ederville & Carol Oaks,Westbound - Near Side,32.757657,-97.196198,,,,,,0
797,0797,Sandy & Ederville - Green Acres,Southbound - Mid Block,32.756465,-97.19861,,,,,,0
798,0798,Brentwood Stair & Meadowlane,Westbound - Far Side,32.754427,-97.203805,,,,,,0
799,0799,Brentwood Stair & Terbet,Westbound - Near Side,32.754453,-97.209068,,,,,,0
800,0800,Handley & Monterrey,Southbound - Near Side,32.751257,-97.216344,,,,,,0
801,0801,Meadowbrook & Handley - Forest,Westbound - Mid Block,32.746159,-97.21756,,,,,,0
802,0802,Meadowbrook & McGee - E Loop 820,Westbound - Mid Block,32.74616,-97.220805,,,,,,0
803,0803,Meadowbrook & E Loop 820,Westbound - Far Side,32.746131,-97.223302,,,,,,0
804,0804,Meadowbrook & Putnam,Westbound - Near Side,32.746133,-97.227817,,,,,,0
805,0805,Meadowbrook & Stark,Westbound - Far Side,32.746143,-97.232284,,,,,,0
806,0806,Meadowbrook & San Jose,Westbound - Near Side,32.746129,-97.235634,,,,,,0
807,0807,Meadowbrook & Jenson,Westbound - Near Side,32.745736,-97.243486,,,,,,0
808,0808,Meadowbrook & Tierney,Westbound - Far Side,32.745739,-97.245803,,,,,,0
809,0809,Meadowbrook & Junius,Westbound - Near Side,32.745779,-97.250065,,,,,,0
810,0810,Meadowbrook & Edgewood,Westbound - Near Side,32.745818,-97.253951,,,,,,0
812,0812,Meadowbrook & Somerset,Westbound - Near Side,32.745746,-97.260218,,,,,,0
814,0814,8th & Jessamine,Southbound - Near Side,32.718393,-97.343897,,,,,,0
815,0815,8th & Jessamine,Northbound - Far Side,32.718387,-97.343696,,,,,,0
816,0816,8th & Cantey,Southbound - Near Side,32.711898,-97.343954,,,,,,0
817,0817,8th & Cantey,Northbound - Far Side,32.711794,-97.343722,,,,,,0
818,0818,Cleburne & Bowie,Southbound - Far Side,32.707468,-97.34643,,,,,,0
819,0819,Cleburne & Stanley,Northbound - Near Side,32.707421,-97.346207,,,,,,0
820,0820,McCart & Biddison,Southbound - Far Side,32.698389,-97.353058,,,,,,0
821,0821,McCart & Gambrell - Royce,Southbound - Mid Block,32.681251,-97.353116,,,,,,0
824,0824,Berry & Rufus,Eastbound - Near Side,32.713909,-97.268483,,,,,,0
828,0828,Oakland & Panola,Southbound - Near Side,32.738983,-97.261877,,,,,,0
829,0829,Oakland & Hampshire,Southbound - Near Side,32.736864,-97.261915,,,,,,0
830,0830,Miller & Rosedale,Southbound - Far Side,32.730852,-97.262134,,,,,,0
832,0832,Miller & Ave N,Southbound - Near Side,32.723439,-97.26232,,,,,,0
833,0833,Miller & Ramey,Southbound - Near Side,32.721367,-97.262988,,,,,,0
834,0834,Miller & Little John,Southbound - Far Side,32.719605,-97.262997,,,,,,0
835,0835,Miller & Crenshaw,Southbound - Far Side,32.718025,-97.263009,,,,,,0
836,0836,Miller & Forbes,Southbound - Near Side,32.716072,-97.263015,,,,,,0
837,0837,Miller & Berry,Southbound - Far Side,32.71321,-97.263024,,,,,,0
838,0838,Miller & Richardson,Southbound - Far Side,32.711532,-97.263022,,,,,,0
839,0839,Miller & Reed,Southbound - Far Side,32.70952,-97.263026,,,,,,0
840,0840,Miller & Comanche,Southbound - Near Side,32.708491,-97.263034,,,,,,0
841,0841,Miller & Eastland,Southbound - Near Side,32.706882,-97.263034,,,,,,0
842,0842,Miller & Hardeman,Southbound - Far Side,32.70225,-97.26305,,,,,,0
844,0844,Miller & Collin,Southbound - Far Side,32.698723,-97.263052,,,,,,0
845,0845,Miller & Pierce,Southbound - Far Side,32.694931,-97.26308,,,,,,0
848,0848,Miller & Moberly,Southbound - Far Side,32.689836,-97.263317,,,,,,0
849,0849,Miller & Brookline,Southbound - Near Side,32.686852,-97.263295,,,,,,0
850,0850,Miller & Arbor,Southbound - Far Side,32.684488,-97.263307,,,,,,0
851,0851,Miller & Algerita,Southbound - Near Side,32.683272,-97.2633,,,,,,0
852,0852,Miller & Oak Hill - Kelroy,Southbound - Mid Block,32.680227,-97.263296,,,,,,0
853,0853,Miller & Mansfield HWY,Southbound - Near Side,32.676079,-97.263381,,,,,,0
854,0854,Mansfield HWY & Miller - Trentman,Westbound - Mid Block,32.676405,-97.264895,,,,,,0
855,0855,Mansfield HWY & Trentman,Westbound - Far Side,32.677932,-97.268172,,,,,,0
856,0856,Mansfield HWY & Shackleford,Westbound - Far Side,32.679633,-97.271891,,,,,,0
858,0858,Mansfield HWY & Wichita - Seminary,Westbound - Mid Block,32.68415,-97.281772,,,,,,0
860,0860,Mansfield HWY & Old Mansfield,Westbound - Far Side,32.689219,-97.292818,,,,,,0
861,0861,Campus & Mansfield HWY - Seminary,Southbound - Mid Block,32.688167,-97.295864,,,,,,0
862,0862,Seminary & Cathedral - Carter Park,Westbound - Mid Block,32.684573,-97.304145,,,,,,0
863,0863,Seminary & Arrowood,Westbound - Far Side,32.684526,-97.310075,,,,,,0
864,0864,Seminary & McClure,Westbound - Near Side,32.684502,-97.311645,,,,,,0
865,0865,Seminary & Fair Park,Westbound - Near Side,32.684488,-97.313451,,,,,,0
866,0866,Seminary & Cole,Westbound - Far Side,32.684457,-97.316387,,,,,,0
867,0867,Seminary & Evans,Westbound - Far Side,32.684439,-97.319697,,,,,,0
868,0868,Seminary & Town Center,Westbound - Far Side,32.685021,-97.32775,,,,,,0
869,0869,Seminary & Hemphill,Westbound - Far Side,32.685013,-97.33273,,,,,,0
870,0870,Seminary & College,Westbound - Far Side,32.684809,-97.335557,,,,,,0
871,0871,Seminary & Henderson - Baldwin,Westbound - Mid Block,32.68479,-97.337799,,,,,,0
872,0872,Seminary & 6th,Westbound - Far Side,32.68483,-97.340597,,,,,,0
874,0874,Seminary & Williams Fleming,Westbound - Far Side,32.684639,-97.348664,,,,,,0
875,0875,Seminary & McCart - Sandage,Westbound - Mid Block,32.684648,-97.353489,,,,,,0
876,0876,Seminary & Waits,Westbound - Near Side,32.684678,-97.357449,,,,,,0
877,0877,Seminary & Rutland - Odessa,Westbound - Mid Block,32.684713,-97.362342,,,,,,0
878,0878,Seminary & Stadium,Westbound - Near Side,32.684727,-97.364353,,,,,,0
879,0879,Seminary & Wilson - Cherokee,Westbound - Mid Block,32.684726,-97.36805,,,,,,0
885,0885,South & Westlake,Southbound - Near Side,32.676055,-97.388596,,,,,,0
886,0886,South & Westhaven,Westbound - Near Side,32.670639,-97.389906,,,,,,0
887,0887,South & Wentworth,Westbound - Near Side,32.670402,-97.395326,,,,,,0
888,0888,South & Hulen,Westbound - Near Side,32.671219,-97.399251,,,,,,0
889,0889,Rock Quarry & Overton Ridge,Northbound - Near Side,32.67583,-97.400563,,,,,,0
891,0891,Hulen & Barwick - SW Loop 820,Northbound - Mid Block,32.678707,-97.394344,,,,,,0
892,0892,Hulen & Westdale,Northbound - Near Side,32.682187,-97.392263,,,,,,0
893,0893,Hulen & Overton,Northbound - Far Side,32.685595,-97.392195,,,,,,0
898,0898,Hulen & Oak Park,Northbound - Far Side,32.709963,-97.386504,,,,,,0
900,0900,Hulen & Wellesley,Northbound - Near Side,32.725191,-97.387629,,,,,,0
901,0901,Hulen & Donnelly,Northbound - Near Side,32.728955,-97.387734,,,,,,0
902,0902,Hulen & Donnelly - West Fwy,Northbound - Mid Block,32.731376,-97.387711,,,,,,0
904,0904,Hulen & El Campo,Northbound - Far Side,32.737139,-97.387625,,,,,,0
907,0907,Hulen & West Fwy - Donnelly,Southbound - Mid Block,32.730688,-97.387971,,,,,,0
908,0908,Hulen & Diaz,Southbound - Near Side,32.727804,-97.388043,,,,,,0
909,0909,Hulen & Wellesley,Southbound - Near Side,32.725356,-97.387918,,,,,,0
910,0910,Hulen & Vickery,Southbound - Near Side,32.721869,-97.386955,,,,,,0
911,0911,Hulen & Stonegate - River Tree,Southbound - Mid Block,32.712114,-97.386116,,,,,,0
913,0913,Hulen & Bellaire,Southbound - Near Side,32.704771,-97.389023,,,,,,0
914,0914,Hulen & Springwillow,Southbound - Far Side,32.694196,-97.393108,,,,,,0
915,0915,Hulen & Library,Southbound - Near Side,32.689086,-97.393736,,,,,,0
916,0916,Hulen & Overton - Westdale,Southbound - Mid Block,32.684415,-97.392552,,,,,,0
917,0917,Hulen & SW Loop 820 - Barwick,Southbound - Mid Block,32.678984,-97.394565,,,,,,0
918,0918,Hulen & Barwick,Southbound - Far Side,32.677392,-97.395885,,,,,,0
919,0919,Rock Quarry & Overton Ridge,Southbound - Far Side,32.675762,-97.400805,,,,,,0
920,0920,South & Hulen,Eastbound - Far Side,32.671031,-97.399107,,,,,,0
922,0922,South & Segurs,Eastbound - Near Side,32.670574,-97.38965,,,,,,0
923,0923,South & Belden,Northbound - Far Side,32.677063,-97.387829,,,,,,0
929,0929,Seminary & Cherokee - Wilson,Eastbound - Mid Block,32.684539,-97.368048,,,,,,0
930,0930,Seminary & Stadium,Eastbound - Near Side,32.684537,-97.364817,,,,,,0
931,0931,Seminary & Odessa,Eastbound - Far Side,32.684517,-97.362201,,,,,,0
932,0932,Seminary & Waits,Eastbound - Far Side,32.68449,-97.357086,,,,,,0
933,0933,Seminary & McCart,Eastbound - Near Side,32.684455,-97.353205,,,,,,0
934,0934,Seminary & William Fleming,Eastbound - Near Side,32.684455,-97.348719,,,,,,0
935,0935,Seminary & James,Eastbound - Near Side,32.684539,-97.345341,,,,,,0
936,0936,Seminary & 6th,Eastbound - Near Side,32.68461,-97.34142,,,,,,0
938,0938,Seminary & Evans,Eastbound - Far Side,32.684214,-97.318834,,,,,,0
939,0939,Seminary & Fair Park,Eastbound - Near Side,32.684297,-97.31307,,,,,,0
940,0940,Seminary & Arrowood,Eastbound - Far Side,32.684369,-97.309149,,,,,,0
941,0941,Seminary & Carter Park,Eastbound - Far Side,32.684378,-97.303589,,,,,,0
942,0942,Seminary & Abbey - Campus,Eastbound - Mid Block,32.684517,-97.297129,,,,,,0
943,0943,Mansfield HWY & Campus,Eastbound - Far Side,32.689248,-97.293517,,,,,,0
944,0944,Mansfield HWY & Seminary - Wichita,Eastbound - Far Side,32.684293,-97.282705,,,,,,0
945,0945,Mansfield HWY & Foard,Eastbound - Far Side,32.681954,-97.277654,,,,,,0
946,0946,Mansfield HWY & Shackleford,Eastbound - Near Side,32.679362,-97.271952,,,,,,0
947,0947,Mansfield HWY & Shackleford,Eastbound - Far Side,32.6788,-97.270734,,,,,,0
948,0948,Mansfield HWY & Trentman - Miller,Eastbound - Mid Block,32.676277,-97.265285,,,,,,0
949,0949,Miller & Mansfield HWY,Northbound - Far Side,32.676189,-97.263067,,,,,,0
950,0950,Miller & Oak Hill,Northbound - Near Side,32.680547,-97.263088,,,,,,0
952,0952,Miller & Arbor,Northbound - Near Side,32.683889,-97.263072,,,,,,0
953,0953,Miller & Brookline,Northbound - Near Side,32.686418,-97.263083,,,,,,0
954,0954,Miller & Moberly,Northbound - Near Side,32.689516,-97.263079,,,,,,0
955,0955,Miller & Martin,Northbound - Near Side,32.691649,-97.263114,,,,,,0
956,0956,Miller & Fairlane,Northbound - Far Side,32.693418,-97.262901,,,,,,0
957,0957,Miller & Pierce,Northbound - Near Side,32.69517,-97.262885,,,,,,0
958,0958,Miller & Martin Luther,Northbound - Far Side,32.700799,-97.262831,,,,,,0
959,0959,Miller & Killian,Northbound - Near Side,32.701851,-97.26285,,,,,,0
960,0960,Miller & Eastland,Northbound - Near Side,32.706331,-97.262821,,,,,,0
961,0961,Miller & Comanche,Northbound - Far Side,32.708685,-97.2628,,,,,,0
962,0962,Miller & Reed,Northbound - Near Side,32.709696,-97.262816,,,,,,0
963,0963,Miller & Emerson - Richardson,Northbound - Mid Block,32.711312,-97.262816,,,,,,0
964,0964,Miller & Burton,Northbound - Near Side,32.714743,-97.262802,,,,,,0
965,0965,Miller & Forbes,Northbound - Far Side,32.716089,-97.262784,,,,,,0
966,0966,Miller & Crenshaw,Northbound - Near Side,32.717946,-97.262778,,,,,,0
967,0967,Miller & Little John,Northbound - Near Side,32.719573,-97.262775,,,,,,0
968,0968,Miller & Ramey - Millet,Northbound - Mid Block,32.721656,-97.262772,,,,,,0
969,0969,Miller & Ave N,Northbound - Near Side,32.723209,-97.262149,,,,,,0
970,0970,Miller & Ave J - Ave H,Northbound - Mid Block,32.728081,-97.261926,,,,,,0
971,0971,Miller & Rosedale,Northbound - Near Side,32.730818,-97.261833,,,,,,0
972,0972,Miller & Rosedale,Northbound - Far Side,32.731992,-97.261876,,,,,,0
973,0973,Oakland & Hampshire,Northbound - Far Side,32.736823,-97.261692,,,,,,0
974,0974,Oakland & Panola,Northbound - Far Side,32.739012,-97.261664,,,,,,0
977,0977,Felix & South Fwy - Evans,Eastbound - Mid Block,32.676383,-97.319639,,,,,,0
978,0978,Oak Grove & Glasgow,Southbound - Near Side,32.663689,-97.304539,,,,,,0
980,0980,Oak Grove & Whitten,Northbound - Near Side,32.667744,-97.309906,,,,,,0
982,0982,Berry & Illinois - Mississippi,Eastbound - Mid Block,32.705834,-97.313248,,,,,,0
984,0984,Berry & Cobb Park - Canberra,Northbound - Mid Block,32.709771,-97.294069,,,,,,0
985,0985,Berry & Mitchell,Eastbound - Near Side,32.713182,-97.289394,,,,,,0
988,0988,Berry & Bishop - Little,Eastbound - Mid Block,32.713402,-97.27586,,,,,,0
989,0989,Berry & Freddie - Miller,Eastbound - Mid Block,32.713842,-97.263713,,,,,,0
990,0990,Berry & Miller - Pate,Eastbound - Mid Block,32.713623,-97.260917,,,,,,0
991,0991,Berry & Hughes,Eastbound - Near Side,32.713049,-97.257355,,,,,,0
1000,1000,Berry & Raphael,Westbound - Far Side,32.708728,-97.239507,,,,,,0
1001,1001,Berry & Dillard,Westbound - Far Side,32.709346,-97.243136,,,,,,0
1003,1003,Berry & Village Creek,Westbound - Far Side,32.711844,-97.248849,,,,,,0
